activity volunteer_id domain signal var axis var_avg
STANDING 19 t BodyAcc std Y -0.944430270684931
STANDING 19 t BodyAcc std Z -0.952599653972603
STANDING 19 t BodyAccJerk mean X 0.0754120366712329
STANDING 19 t BodyAccJerk mean Y 0.00991338273931507
STANDING 19 t BodyAccJerk mean Z 0.00129216333878082
STANDING 19 t BodyAccJerk std X -0.984792035205479
STANDING 19 t BodyAccJerk std Y -0.970543276575342
STANDING 19 t BodyAccJerk std Z -0.986142491917808
STANDING 19 t BodyGyro mean X -0.025090574020274
STANDING 19 t BodyGyro mean Y -0.0631429827260274
STANDING 19 t BodyGyro mean Z 0.0710520180136986
STANDING 19 t BodyGyro std X -0.946109711917808
STANDING 19 t BodyGyro std Y -0.96957632369863
STANDING 19 t BodyGyro std Z -0.960734258356164
STANDING 19 t BodyGyroJerk mean X -0.0990467890520548
STANDING 19 t BodyGyroJerk mean Y -0.0422918533780822
STANDING 19 t BodyGyroJerk mean Z -0.0523769867072603
STANDING 19 t BodyGyroJerk std X -0.97512668739726
STANDING 19 t BodyGyroJerk std Y -0.988096672191781
STANDING 19 t BodyGyroJerk std Z -0.983453911232877
STANDING 19 t GravityAcc mean X 0.944045837534247
STANDING 19 t GravityAcc mean Y -0.223897807808219
STANDING 19 t GravityAcc mean Z 0.130643717849315
STANDING 19 t GravityAcc std X -0.992411542465753
STANDING 19 t GravityAcc std Y -0.971426607808219
STANDING 19 t GravityAcc std Z -0.958862043972603
STANDING 20 f BodyAcc mean X -0.96193272890411
STANDING 20 f BodyAcc mean Y -0.898194212465753
STANDING 20 f BodyAcc mean Z -0.929985824794521
STANDING 20 f BodyAcc std X -0.96980617890411
STANDING 20 f BodyAcc std Y -0.872525409452055
STANDING 20 f BodyAcc std Z -0.910995860273973
STANDING 20 f BodyAccJerk mean X -0.959710489315069
STANDING 20 f BodyAccJerk mean Y -0.935717554109589
STANDING 20 f BodyAccJerk mean Z -0.952741107945206
STANDING 20 f BodyAccJerk std X -0.963098911506849
STANDING 20 f BodyAccJerk std Y -0.94047417890411
STANDING 20 f BodyAccJerk std Z -0.963973097671233
STANDING 20 f BodyGyro mean X -0.881019424794521
STANDING 20 f BodyGyro mean Y -0.91064914109589
STANDING 20 f BodyGyro mean Z -0.911409911643836
STANDING 20 f BodyGyro std X -0.890525705068493
STANDING 20 f BodyGyro std Y -0.901237499589041
STANDING 20 f BodyGyro std Z -0.914872014383562
STANDING 20 t BodyAcc mean X 0.278076904657534
STANDING 20 t BodyAcc mean Y -0.0180695049161644
STANDING 20 t BodyAcc mean Z -0.100402759931507
STANDING 20 t BodyAcc std X -0.967209961232877
STANDING 20 t BodyAcc std Y -0.87541041109589
STANDING 20 t BodyAcc std Z -0.913142481643836
STANDING 20 t BodyAccJerk mean X 0.0763556159315068
STANDING 20 t BodyAccJerk mean Y 0.0116930221630137
STANDING 20 t BodyAccJerk mean Z -0.00613681937487671
STANDING 20 t BodyAccJerk std X -0.959528332191781
STANDING 20 t BodyAccJerk std Y -0.935605650958904
STANDING 20 t BodyAccJerk std Z -0.958936310958904
STANDING 20 t BodyGyro mean X -0.0241335049573973
STANDING 20 t BodyGyro mean Y -0.0698308923617808
STANDING 20 t BodyGyro mean Z 0.0773671448739726
STANDING 20 t BodyGyro std X -0.886749172739726
STANDING 20 t BodyGyro std Y -0.903913940684931
STANDING 20 t BodyGyro std Z -0.907343324657534
STANDING 20 t BodyGyroJerk mean X -0.102049132684932
STANDING 20 t BodyGyroJerk mean Y -0.0432152397506849
STANDING 20 t BodyGyroJerk mean Z -0.051815224739726
STANDING 20 t BodyGyroJerk std X -0.921644239863014
STANDING 20 t BodyGyroJerk std Y -0.947633070684932
STANDING 20 t BodyGyroJerk std Z -0.948669854794521
STANDING 20 t GravityAcc mean X 0.911231752465753
STANDING 20 t GravityAcc mean Y -0.305938716712329
STANDING 20 t GravityAcc mean Z 0.0708655286023288
STANDING 20 t GravityAcc std X -0.981916942054795
STANDING 20 t GravityAcc std Y -0.957462721369863
STANDING 20 t GravityAcc std Z -0.942437325616438
STANDING 21 f BodyAcc mean X -0.978327686179775
STANDING 21 f BodyAcc mean Y -0.949694904269663
STANDING 21 f BodyAcc mean Z -0.960274142134831
STANDING 21 f BodyAcc std X -0.982892836629213
STANDING 21 f BodyAcc std Y -0.94354515752809
STANDING 21 f BodyAcc std Z -0.942458908314607
STANDING 21 f BodyAccJerk mean X -0.976803010674157
STANDING 21 f BodyAccJerk mean Y -0.964503015505618
STANDING 21 f BodyAccJerk mean Z -0.974780645393258
STANDING 21 f BodyAccJerk std X -0.979530485393258
STANDING 21 f BodyAccJerk std Y -0.966024075955056
STANDING 21 f BodyAccJerk std Z -0.979723339662921
STANDING 21 f BodyGyro mean X -0.956989964269663
STANDING 21 f BodyGyro mean Y -0.960082591123596
STANDING 21 f BodyGyro mean Z -0.959432562359551
STANDING 21 f BodyGyro std X -0.964530315842697
STANDING 21 f BodyGyro std Y -0.954080913707865
STANDING 21 f BodyGyro std Z -0.963124572134831
STANDING 21 t BodyAcc mean X 0.27695224258427
STANDING 21 t BodyAcc mean Y -0.0167084730205618
STANDING 21 t BodyAcc mean Z -0.110417855808989
STANDING 21 t BodyAcc std X -0.981419961123596
STANDING 21 t BodyAcc std Y -0.943601625393258
STANDING 21 t BodyAcc std Z -0.946123407078652
STANDING 21 t BodyAccJerk mean X 0.0754543858764045
STANDING 21 t BodyAccJerk mean Y 0.0100621171270225
STANDING 21 t BodyAccJerk mean Z -0.00332093673865168
STANDING 21 t BodyAccJerk std X -0.97706335011236
STANDING 21 t BodyAccJerk std Y -0.963921458202247
STANDING 21 t BodyAccJerk std Z -0.977915677191011
STANDING 21 t BodyGyro mean X -0.0191731896359551
STANDING 21 t BodyGyro mean Y -0.0738115865407865
STANDING 21 t BodyGyro mean Z 0.0864863265393258
STANDING 21 t BodyGyro std X -0.962514526067416
STANDING 21 t BodyGyro std Y -0.955979192696629
STANDING 21 t BodyGyro std Z -0.959327022022472
STANDING 21 t BodyGyroJerk mean X -0.103199796370787
STANDING 21 t BodyGyroJerk mean Y -0.0404300756516854
STANDING 21 t BodyGyroJerk mean Z -0.0538211740234831
STANDING 21 t BodyGyroJerk std X -0.971866494606742
STANDING 21 t BodyGyroJerk std Y -0.976815894044944
STANDING 21 t BodyGyroJerk std Z -0.975427259325843
STANDING 21 t GravityAcc mean X 0.881213341910112
STANDING 21 t GravityAcc mean Y -0.346155558876404
STANDING 21 t GravityAcc mean Z -0.207685689775281
STANDING 21 t GravityAcc std X -0.982906668876405
STANDING 21 t GravityAcc std Y -0.977681415955056
STANDING 21 t GravityAcc std Z -0.958590002247191
STANDING 22 f BodyAcc mean X -0.980373909206349
STANDING 22 f BodyAcc mean Y -0.929161387619048
STANDING 22 f BodyAcc mean Z -0.957101794126984
STANDING 22 f BodyAcc std X -0.987400306031746
STANDING 22 f BodyAcc std Y -0.923657558412698
STANDING 22 f BodyAcc std Z -0.938409884920635
STANDING 22 f BodyAccJerk mean X -0.974969214761905
STANDING 22 f BodyAccJerk mean Y -0.952141454126984
STANDING 22 f BodyAccJerk mean Z -0.977567430952381
STANDING 22 f BodyAccJerk std X -0.978773000952381
STANDING 22 f BodyAccJerk std Y -0.956169964285714
STANDING 22 f BodyAccJerk std Z -0.984305238253968
STANDING 22 f BodyGyro mean X -0.917018098571429
STANDING 22 f BodyGyro mean Y -0.97068244031746
STANDING 22 f BodyGyro mean Z -0.962327765238095
STANDING 22 f BodyGyro std X -0.919851782380952
STANDING 22 f BodyGyro std Y -0.962172736666667
STANDING 22 f BodyGyro std Z -0.963652778888889
STANDING 22 t BodyAcc mean X 0.279053861587302
STANDING 22 t BodyAcc mean Y -0.0158563207496825
STANDING 22 t BodyAcc mean Z -0.104967423820635
STANDING 22 t BodyAcc std X -0.985000527142857
STANDING 22 t BodyAcc std Y -0.922693288412698
STANDING 22 t BodyAcc std Z -0.942201655238095
STANDING 22 t BodyAccJerk mean X 0.0752322891746032
STANDING 22 t BodyAccJerk mean Y 0.0107286964173016
STANDING 22 t BodyAccJerk mean Z -0.00626291653857143
STANDING 22 t BodyAccJerk std X -0.975639080634921
STANDING 22 t BodyAccJerk std Y -0.952303493968254
STANDING 22 t BodyAccJerk std Z -0.981478064920635
STANDING 22 t BodyGyro mean X -0.0275201762126984
STANDING 22 t BodyGyro mean Y -0.0690067688269841
STANDING 22 t BodyGyro mean Z 0.0733466563174603
STANDING 22 t BodyGyro std X -0.917837043333333
STANDING 22 t BodyGyro std Y -0.964714672857143
STANDING 22 t BodyGyro std Z -0.96058251031746
STANDING 22 t BodyGyroJerk mean X -0.0975013472380952
STANDING 22 t BodyGyroJerk mean Y -0.0420998733444444
STANDING 22 t BodyGyroJerk mean Z -0.0513179245555556
STANDING 22 t BodyGyroJerk std X -0.949716028730159
STANDING 22 t BodyGyroJerk std Y -0.984900134285714
STANDING 22 t BodyGyroJerk std Z -0.979753572380952
STANDING 22 t GravityAcc mean X 0.954064297619048
STANDING 22 t GravityAcc mean Y -0.226418773650794
STANDING 22 t GravityAcc mean Z 0.0323824977714286
STANDING 22 t GravityAcc std X -0.992827298253968
STANDING 22 t GravityAcc std Y -0.971080742857143
STANDING 22 t GravityAcc std Z -0.958890201587302
STANDING 23 f BodyAcc mean X -0.983627197058824
STANDING 23 f BodyAcc mean Y -0.962831825294118
STANDING 23 f BodyAcc mean Z -0.945170568823529
STANDING 23 f BodyAcc std X -0.986333385588235
STANDING 23 f BodyAcc std Y -0.958042411176471
STANDING 23 f BodyAcc std Z -0.926110099117647
STANDING 23 f BodyAccJerk mean X -0.983283252058823
STANDING 23 f BodyAccJerk mean Y -0.975176561617647
STANDING 23 f BodyAccJerk mean Z -0.969610229705882
STANDING 23 f BodyAccJerk std X -0.984531642205882
STANDING 23 f BodyAccJerk std Y -0.977157997794118
STANDING 23 f BodyAccJerk std Z -0.976241315882353
STANDING 23 f BodyGyro mean X -0.947510436323529
STANDING 23 f BodyGyro mean Y -0.952781164558824
STANDING 23 f BodyGyro mean Z -0.967939565
STANDING 23 f BodyGyro std X -0.941698515588235
STANDING 23 f BodyGyro std Y -0.945871186029412
STANDING 23 f BodyGyro std Z -0.9642499225
STANDING 23 t BodyAcc mean X 0.277899323235294
STANDING 23 t BodyAcc mean Y -0.0177475547867647
STANDING 23 t BodyAcc mean Z -0.1105970177575
STANDING 23 t BodyAcc std X -0.985421519558824
STANDING 23 t BodyAcc std Y -0.9584444925
STANDING 23 t BodyAcc std Z -0.929409745147059
STANDING 23 t BodyAccJerk mean X 0.0750206478676471
STANDING 23 t BodyAccJerk mean Y 0.0105861517936765
STANDING 23 t BodyAccJerk mean Z -0.00529260911370588
STANDING 23 t BodyAccJerk std X -0.983141958970588
STANDING 23 t BodyAccJerk std Y -0.975219983676471
STANDING 23 t BodyAccJerk std Z -0.973595215441176
STANDING 23 t BodyGyro mean X -0.0327397745133823
STANDING 23 t BodyGyro mean Y -0.0652264793213235
STANDING 23 t BodyGyro mean Z 0.0816888999117647
STANDING 23 t BodyGyro std X -0.942011240294118
STANDING 23 t BodyGyro std Y -0.948074760882353
STANDING 23 t BodyGyro std Z -0.962389689411765
STANDING 23 t BodyGyroJerk mean X -0.0981481050441177
STANDING 23 t BodyGyroJerk mean Y -0.0416774165735294
STANDING 23 t BodyGyroJerk mean Z -0.0548226277867647
STANDING 23 t BodyGyroJerk std X -0.972770702058824
STANDING 23 t BodyGyroJerk std Y -0.972509523235294
STANDING 23 t BodyGyroJerk std Z -0.984654516470588
STANDING 23 t GravityAcc mean X 0.919857125882353
STANDING 23 t GravityAcc mean Y -0.117401359697059
STANDING 23 t GravityAcc mean Z -0.223631180906765
STANDING 23 t GravityAcc std X -0.984610385
STANDING 23 t GravityAcc std Y -0.984818648823529
STANDING 23 t GravityAcc std Z -0.947199734411765
STANDING 24 f BodyAcc mean X -0.984183633623188
STANDING 24 f BodyAcc mean Y -0.948970158405797
STANDING 24 f BodyAcc mean Z -0.953817599275362
STANDING 24 f BodyAcc std X -0.988851853478261
STANDING 24 f BodyAcc std Y -0.934454791304348
STANDING 24 f BodyAcc std Z -0.923802467681159
STANDING 24 f BodyAccJerk mean X -0.98116164057971
STANDING 24 f BodyAccJerk mean Y -0.967720592463768
STANDING 24 f BodyAccJerk mean Z -0.974170468405797
STANDING 24 f BodyAccJerk std X -0.981721691014493
STANDING 24 f BodyAccJerk std Y -0.970228184202899
STANDING 24 f BodyAccJerk std Z -0.979936740869565
STANDING 24 f BodyGyro mean X -0.958540187246377
STANDING 24 f BodyGyro mean Y -0.970426493768116
STANDING 24 f BodyGyro mean Z -0.970133388405797
STANDING 24 f BodyGyro std X -0.961885695217391
STANDING 24 f BodyGyro std Y -0.965798055507246
STANDING 24 f BodyGyro std Z -0.972688652173913
STANDING 24 t BodyAcc mean X 0.280348883913043
STANDING 24 t BodyAcc mean Y -0.0144785340348986
STANDING 24 t BodyAcc mean Z -0.108222553855072
STANDING 24 t BodyAcc std X -0.98725587115942
STANDING 24 t BodyAcc std Y -0.936871974347826
STANDING 24 t BodyAcc std Z -0.930283530144928
STANDING 24 t BodyAccJerk mean X 0.0746177416521739
STANDING 24 t BodyAccJerk mean Y 0.0109839689101449
STANDING 24 t BodyAccJerk mean Z -0.00358774904913043
STANDING 24 t BodyAccJerk std X -0.980573836811594
STANDING 24 t BodyAccJerk std Y -0.967745638695652
STANDING 24 t BodyAccJerk std Z -0.977716354927536
STANDING 24 t BodyGyro mean X -0.0278611511434783
STANDING 24 t BodyGyro mean Y -0.0692546674492754
STANDING 24 t BodyGyro mean Z 0.077124614942029
STANDING 24 t BodyGyro std X -0.960738660289855
STANDING 24 t BodyGyro std Y -0.967298518695652
STANDING 24 t BodyGyro std Z -0.969958678115942
STANDING 24 t BodyGyroJerk mean X -0.0991947719855072
STANDING 24 t BodyGyroJerk mean Y -0.0431738608
STANDING 24 t BodyGyroJerk mean Z -0.0517180379565217
STANDING 24 t BodyGyroJerk std X -0.975856809130435
STANDING 24 t BodyGyroJerk std Y -0.981983572028985
STANDING 24 t BodyGyroJerk std Z -0.983276883478261
STANDING 24 t GravityAcc mean X 0.96644228
STANDING 24 t GravityAcc mean Y -0.145201300942029
STANDING 24 t GravityAcc mean Z -0.0530585403536232
STANDING 24 t GravityAcc std X -0.992197591884058
STANDING 24 t GravityAcc std Y -0.968155388695652
STANDING 24 t GravityAcc std Z -0.94618494942029
STANDING 25 f BodyAcc mean X -0.990093202837838
STANDING 25 f BodyAcc mean Y -0.959846189054054
STANDING 25 f BodyAcc mean Z -0.974051231216216
STANDING 25 f BodyAcc std X -0.992851743243243
STANDING 25 f BodyAcc std Y -0.95417933
STANDING 25 f BodyAcc std Z -0.96212373972973
STANDING 25 f BodyAccJerk mean X -0.988404654864865
STANDING 25 f BodyAccJerk mean Y -0.972554452972973
STANDING 25 f BodyAccJerk mean Z -0.984832251216216
STANDING 25 f BodyAccJerk std X -0.989339890810811
STANDING 25 f BodyAccJerk std Y -0.974029503513513
STANDING 25 f BodyAccJerk std Z -0.987898048378378
STANDING 25 f BodyGyro mean X -0.96807852527027
STANDING 25 f BodyGyro mean Y -0.97839988527027
STANDING 25 f BodyGyro mean Z -0.970456862567568
STANDING 25 f BodyGyro std X -0.97266417
STANDING 25 f BodyGyro std Y -0.975960666081081
STANDING 25 f BodyGyro std Z -0.974982088108108
STANDING 25 t BodyAcc mean X 0.278013701621622
STANDING 25 t BodyAcc mean Y -0.0163569730274324
STANDING 25 t BodyAcc mean Z -0.107352957594595
STANDING 25 t BodyAcc std X -0.991970126756757
STANDING 25 t BodyAcc std Y -0.954569225945946
STANDING 25 t BodyAcc std Z -0.964642688108108
STANDING 25 t BodyAccJerk mean X 0.0752337295675676
STANDING 25 t BodyAccJerk mean Y 0.0066321397672973
STANDING 25 t BodyAccJerk mean Z -0.00622808791433784
STANDING 25 t BodyAccJerk std X -0.988312658378378
STANDING 25 t BodyAccJerk std Y -0.972272410540541
STANDING 25 t BodyAccJerk std Z -0.987062685135135
STANDING 25 t BodyGyro mean X -0.0247946750959459
STANDING 25 t BodyGyro mean Y -0.0698876853378378
STANDING 25 t BodyGyro mean Z 0.0852685438243243
STANDING 25 t BodyGyro std X -0.971357421216216
STANDING 25 t BodyGyro std Y -0.976757621081081
STANDING 25 t BodyGyro std Z -0.971814139189189
STANDING 25 t BodyGyroJerk mean X -0.100473697756757
STANDING 25 t BodyGyroJerk mean Y -0.0418294632148649
STANDING 25 t BodyGyroJerk mean Z -0.0556979055540541
STANDING 25 t BodyGyroJerk std X -0.977909693918919
STANDING 25 t BodyGyroJerk std Y -0.98724214
STANDING 25 t BodyGyroJerk std Z -0.980722294459459
STANDING 25 t GravityAcc mean X 0.929794733108108
STANDING 25 t GravityAcc mean Y -0.159316786486486
STANDING 25 t GravityAcc mean Z 0.201182106486486
STANDING 25 t GravityAcc std X -0.993148267702703
STANDING 25 t GravityAcc std Y -0.980642970675676
STANDING 25 t GravityAcc std Z -0.967792578648649
STANDING 26 f BodyAcc mean X -0.991993372297297
STANDING 26 f BodyAcc mean Y -0.958402317837838
STANDING 26 f BodyAcc mean Z -0.97321515527027
STANDING 26 f BodyAcc std X -0.993702408378378
STANDING 26 f BodyAcc std Y -0.947829677432432
STANDING 26 f BodyAcc std Z -0.960027795540541
STANDING 26 f BodyAccJerk mean X -0.990586982162162
STANDING 26 f BodyAccJerk mean Y -0.976267058648649
STANDING 26 f BodyAccJerk mean Z -0.984563921216216
STANDING 26 f BodyAccJerk std X -0.991275662027027
STANDING 26 f BodyAccJerk std Y -0.977354949459459
STANDING 26 f BodyAccJerk std Z -0.987428086216216
STANDING 26 f BodyGyro mean X -0.969364268513514
STANDING 26 f BodyGyro mean Y -0.98388591027027
STANDING 26 f BodyGyro mean Z -0.974459323783784
STANDING 26 f BodyGyro std X -0.975321645675676
STANDING 26 f BodyGyro std Y -0.981740873108108
STANDING 26 f BodyGyro std Z -0.977351005
STANDING 26 t BodyAcc mean X 0.281127035405405
STANDING 26 t BodyAcc mean Y -0.0166608306652703
STANDING 26 t BodyAcc mean Z -0.110237796416216
STANDING 26 t BodyAcc std X -0.993069368783784
STANDING 26 t BodyAcc std Y -0.949466155405405
STANDING 26 t BodyAcc std Z -0.962988401351351
STANDING 26 t BodyAccJerk mean X 0.0753578207972973
STANDING 26 t BodyAccJerk mean Y 0.0081732226404054
STANDING 26 t BodyAccJerk mean Z -0.00219497782824324
STANDING 26 t BodyAccJerk std X -0.990498355
STANDING 26 t BodyAccJerk std Y -0.975935485405405
STANDING 26 t BodyAccJerk std Z -0.986693448648649
STANDING 26 t BodyGyro mean X -0.0245345837959459
STANDING 26 t BodyGyro mean Y -0.0731385762635135
STANDING 26 t BodyGyro mean Z 0.0776706781351351
STANDING 26 t BodyGyro std X -0.973785111216216
STANDING 26 t BodyGyro std Y -0.982408142702703
STANDING 26 t BodyGyro std Z -0.974891360675676
STANDING 26 t BodyGyroJerk mean X -0.100355997108108
STANDING 26 t BodyGyroJerk mean Y -0.0409011992972973
STANDING 26 t BodyGyroJerk mean Z -0.0532541948283784
STANDING 26 t BodyGyroJerk std X -0.978472409324324
STANDING 26 t BodyGyroJerk std Y -0.989766989864865
STANDING 26 t BodyGyroJerk std Z -0.985992503243243
STANDING 26 t GravityAcc mean X 0.965460891621622
STANDING 26 t GravityAcc mean Y -0.140315421824324
STANDING 26 t GravityAcc mean Z 0.0884142682297297
STANDING 26 t GravityAcc std X -0.992678782162162
STANDING 26 t GravityAcc std Y -0.966986433783784
STANDING 26 t GravityAcc std Z -0.964228470675676
STANDING 27 f BodyAcc mean X -0.99012181225
STANDING 27 f BodyAcc mean Y -0.961356141125
STANDING 27 f BodyAcc mean Z -0.97414624525
STANDING 27 f BodyAcc std X -0.99287582525
STANDING 27 f BodyAcc std Y -0.954381606375
STANDING 27 f BodyAcc std Z -0.958924794125
STANDING 27 f BodyAccJerk mean X -0.987771749375
STANDING 27 f BodyAccJerk mean Y -0.97586868
STANDING 27 f BodyAccJerk mean Z -0.9851113755
STANDING 27 f BodyAccJerk std X -0.98860681
STANDING 27 f BodyAccJerk std Y -0.977605582
STANDING 27 f BodyAccJerk std Z -0.98820826225
STANDING 27 f BodyGyro mean X -0.970149628875
STANDING 27 f BodyGyro mean Y -0.983731873
STANDING 27 f BodyGyro mean Z -0.980862493125
STANDING 27 f BodyGyro std X -0.970221836375
STANDING 27 f BodyGyro std Y -0.98185775725
STANDING 27 f BodyGyro std Z -0.983105048875
STANDING 27 t BodyAcc mean X 0.279566921625
STANDING 27 t BodyAcc mean Y -0.016593236445
STANDING 27 t BodyAcc mean Z -0.107835818025
STANDING 27 t BodyAcc std X -0.9919515835
STANDING 27 t BodyAcc std Y -0.955171419
STANDING 27 t BodyAcc std Z -0.962408444875
STANDING 27 t BodyAccJerk mean X 0.074969980825
STANDING 27 t BodyAccJerk mean Y 0.0122433312349875
STANDING 27 t BodyAccJerk mean Z -0.00137950299425
STANDING 27 t BodyAccJerk std X -0.987628362
STANDING 27 t BodyAccJerk std Y -0.975829725
STANDING 27 t BodyAccJerk std Z -0.987354788
STANDING 27 t BodyGyro mean X -0.026731653905
STANDING 27 t BodyGyro mean Y -0.067507120075
STANDING 27 t BodyGyro mean Z 0.07168414632375
STANDING 27 t BodyGyro std X -0.9699020075
STANDING 27 t BodyGyro std Y -0.982498991125
STANDING 27 t BodyGyro std Z -0.981281807
STANDING 27 t BodyGyroJerk mean X -0.0987605078625
STANDING 27 t BodyGyroJerk mean Y -0.0417471753375
STANDING 27 t BodyGyroJerk mean Z -0.051403918985
STANDING 27 t BodyGyroJerk std X -0.9826424495
STANDING 27 t BodyGyroJerk std Y -0.990798007875
STANDING 27 t BodyGyroJerk std Z -0.9889703575
STANDING 27 t GravityAcc mean X 0.965351492
STANDING 27 t GravityAcc mean Y -0.188504847375
STANDING 27 t GravityAcc mean Z -0.00557416876082625
STANDING 27 t GravityAcc std X -0.994012162875
STANDING 27 t GravityAcc std Y -0.97964105225
STANDING 27 t GravityAcc std Z -0.968169953625
STANDING 28 f BodyAcc mean X -0.97251980164557
STANDING 28 f BodyAcc mean Y -0.893430392658228
STANDING 28 f BodyAcc mean Z -0.934503028481013
STANDING 28 f BodyAcc std X -0.98026749
STANDING 28 f BodyAcc std Y -0.87446926556962
STANDING 28 f BodyAcc std Z -0.897600800886076
STANDING 28 f BodyAccJerk mean X -0.968513715189873
STANDING 28 f BodyAccJerk mean Y -0.93516897835443
STANDING 28 f BodyAccJerk mean Z -0.964751238734177
STANDING 28 f BodyAccJerk std X -0.971672796708861
STANDING 28 f BodyAccJerk std Y -0.936991280253165
STANDING 28 f BodyAccJerk std Z -0.973572051898734
STANDING 28 f BodyGyro mean X -0.880426103164557
STANDING 28 f BodyGyro mean Y -0.948160785316456
STANDING 28 f BodyGyro mean Z -0.926655192405063
STANDING 28 f BodyGyro std X -0.886706768227848
STANDING 28 f BodyGyro std Y -0.936101609113924
STANDING 28 f BodyGyro std Z -0.932039083037975
STANDING 28 t BodyAcc mean X 0.277795069113924
STANDING 28 t BodyAcc mean Y -0.0172635124672152
STANDING 28 t BodyAcc mean Z -0.106579385202532
STANDING 28 t BodyAcc std X -0.977748638607595
STANDING 28 t BodyAcc std Y -0.875689216835443
STANDING 28 t BodyAcc std Z -0.905123824177215
STANDING 28 t BodyAccJerk mean X 0.0753131601898734
STANDING 28 t BodyAccJerk mean Y 0.00907363218518987
STANDING 28 t BodyAccJerk mean Z -0.00267810077607595
STANDING 28 t BodyAccJerk std X -0.968604559620253
STANDING 28 t BodyAccJerk std Y -0.933768175063291
STANDING 28 t BodyAccJerk std Z -0.969765362025316
STANDING 28 t BodyGyro mean X -0.0253281543540506
STANDING 28 t BodyGyro mean Y -0.0739001646962025
STANDING 28 t BodyGyro mean Z 0.0865173111012658
STANDING 28 t BodyGyro std X -0.884032232405063
STANDING 28 t BodyGyro std Y -0.940006320126582
STANDING 28 t BodyGyro std Z -0.925491442911392
STANDING 28 t BodyGyroJerk mean X -0.102248409070886
STANDING 28 t BodyGyroJerk mean Y -0.0431364662518987
STANDING 28 t BodyGyroJerk mean Z -0.0525896252375949
STANDING 28 t BodyGyroJerk std X -0.928343397721519
STANDING 28 t BodyGyroJerk std Y -0.972977006708861
STANDING 28 t BodyGyroJerk std Z -0.956497163670886
STANDING 28 t GravityAcc mean X 0.948514848481013
STANDING 28 t GravityAcc mean Y -0.247656166582278
STANDING 28 t GravityAcc mean Z -0.0385830501632911
STANDING 28 t GravityAcc std X -0.990059426582279
STANDING 28 t GravityAcc std Y -0.962801441898734
STANDING 28 t GravityAcc std Z -0.951782181518987
STANDING 29 f BodyAcc mean X -0.995024039692308
STANDING 29 f BodyAcc mean Y -0.973345770461538
STANDING 29 f BodyAcc mean Z -0.984096024769231
STANDING 29 f BodyAcc std X -0.996604570307692
STANDING 29 f BodyAcc std Y -0.968278553076923
STANDING 29 f BodyAcc std Z -0.978802973692308
STANDING 29 f BodyAccJerk mean X -0.993736906
STANDING 29 f BodyAccJerk mean Y -0.983194980615385
STANDING 29 f BodyAccJerk mean Z -0.988541579384615
STANDING 29 f BodyAccJerk std X -0.994123423538462
STANDING 29 f BodyAccJerk std Y -0.984782782307692
STANDING 29 f BodyAccJerk std Z -0.991316374615385
STANDING 29 f BodyGyro mean X -0.974485449538462
STANDING 29 f BodyGyro mean Y -0.991586674
STANDING 29 f BodyGyro mean Z -0.983654714461538
STANDING 29 f BodyGyro std X -0.979162564923077
STANDING 29 f BodyGyro std Y -0.989643721230769
STANDING 29 f BodyGyro std Z -0.984714226461538
STANDING 29 t BodyAcc mean X 0.277965065846154
STANDING 29 t BodyAcc mean Y -0.0172605869061538
STANDING 29 t BodyAcc mean Z -0.108659067476923
STANDING 29 t BodyAcc std X -0.996068635384615
STANDING 29 t BodyAcc std Y -0.969295721076923
STANDING 29 t BodyAcc std Z -0.980207488923077
STANDING 29 t BodyAccJerk mean X 0.0753052530307692
STANDING 29 t BodyAccJerk mean Y 0.0115104978664615
STANDING 29 t BodyAccJerk mean Z 0.000332894985246154
STANDING 29 t BodyAccJerk std X -0.993652820615385
STANDING 29 t BodyAccJerk std Y -0.983338157846154
STANDING 29 t BodyAccJerk std Z -0.990593859692308
STANDING 29 t BodyGyro mean X -0.0276075573307692
STANDING 29 t BodyGyro mean Y -0.0721060679123077
STANDING 29 t BodyGyro mean Z 0.0827583768461538
STANDING 29 t BodyGyro std X -0.977994819846154
STANDING 29 t BodyGyro std Y -0.990364876307692
STANDING 29 t BodyGyro std Z -0.983368643230769
STANDING 29 t BodyGyroJerk mean X -0.0988701505538462
STANDING 29 t BodyGyroJerk mean Y -0.0405110578461538
STANDING 29 t BodyGyroJerk mean Z -0.0544926306307692
STANDING 29 t BodyGyroJerk std X -0.983293061692308
STANDING 29 t BodyGyroJerk std Y -0.995533113076923
STANDING 29 t BodyGyroJerk std Z -0.990685705384615
STANDING 29 t GravityAcc mean X 0.974508732
STANDING 29 t GravityAcc mean Y -0.05848715356
STANDING 29 t GravityAcc mean Z 0.0316145849747692
STANDING 29 t GravityAcc std X -0.996764227384615
STANDING 29 t GravityAcc std Y -0.985134032307692
STANDING 29 t GravityAcc std Z -0.984464543538462
STANDING 30 f BodyAcc mean X -0.972014050847458
STANDING 30 f BodyAcc mean Y -0.919475121186441
STANDING 30 f BodyAcc mean Z -0.938089774915254
STANDING 30 f BodyAcc std X -0.980426575762712
STANDING 30 f BodyAcc std Y -0.885572781694915
STANDING 30 f BodyAcc std Z -0.907286793050847
STANDING 30 f BodyAccJerk mean X -0.967857589322034
STANDING 30 f BodyAccJerk mean Y -0.957434887457627
STANDING 30 f BodyAccJerk mean Z -0.962892627966102
STANDING 30 f BodyAccJerk std X -0.972216728644068
